text,label
I know I'm getting a new card but would like know when I can expect to receive it.,Cards
I want to find out what happened to my new card?,Cards
Was there a way for me to get tracking for that?,Cards
I am still waiting for my card.,Cards
My card hasn't arrived.,Cards
Can I track the card you sent to me?,Cards
I haven't gotten my new card.,Cards
How long should it take for my new card to arrive in them mail? What should I do if I never receive it?,Cards
Will I have to wait much longer for my new card to arrive?,Cards
how to track the card you sent,Cards
2 weeks ago I ordered my new card.  It isn't here.  What should I do?,Cards
How can I check on the delivery status of my card?,Cards
"My card has not been delivered yet and its been a week since I ordered it, please help",Cards
What's the expected wait time to recieve my new card?,Cards
How can I see the progress of delivery of the card that was sent?,Cards
"My card was supposed to arrive, but hasn't?",Cards
I ordered a card and would like to know how to track the delivery progress of it.,Cards
How long will it take for me to get my card?,Cards
My card hasn't shown up yet.,Cards
Does the card you sent have a tracking number?,Cards
My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,Cards
maximum how many days get the courier?,Cards
Is there a reason my new card hasn't arrived yet?,Cards
"I've been waiting a while for my card, is there a way to know when it will arrive?",Cards
How can I track my card's delivery?,Cards
Can I track the card that was just sent to me?,Cards
"If I ordered my new card last week, how much longer should I wait to receive it?",Cards
"What's go on, where is my new card?",Cards
Where is my new card if I haven't received it yet?,Cards
Where is my card?,Cards
Can you tell me why I haven't received my new card yet?,Cards
Is there a way to track my card?,Cards
Is there a way to track the new card you sent me?,Cards
I'm still waiting for my card.,Cards
What do I need to do to get my new card which I have requested 2 weeks ago?,Cards
WHAT IS THE SOLUTION OF THIS PROBLEM,Cards
Could I get tracking on the card?,Cards
Can you help me track my card?,Cards
Shouldn't my new card be here by now?,Cards
Is there a reason my new card hasn't arrived?,Cards
"I would like to track a card sent to me, how do I do that?",Cards
Is there a tracking number for the card?,Cards
can you share card tracking number?,Cards
"I have not received my card and it's been a week, what do I do?",Cards
Is there a way I can check on the card on route to me?,Cards
When will my new card arrive?,Cards
Why haven't I received my new card yet?,Cards
What is the expected delivery date of my card?,Cards
My card hasn't came in the mail yet?,Cards
I haven't received my card.,Cards
Is it possible for me to track the card is was mailed to me?,Cards
When will my new card be delivered?,Cards
I was issued a card about a week ago. why hasn't it come in yet?,Cards
Can you please tell me where my card is? I ordered it 2 weeks ago!,Cards
I still haven't received my card in the mail,Cards
I'm still waiting for my card that was issued a week ago. What should I do?,Cards
I still haven't gotten my new card.  When will it get here?,Cards
Do you have a tracking number for the card I was sent?,Cards
How do I track the card you sent to me?,Cards
Is my new bank card on the way and is there a way to track it?,Cards
Could you send me and up date on the arrival of my card?,Cards
How long does it take to recieve my new card?,Cards
My card has not come in the mail yet.,Cards
What's the card you sent me's tracking number?,Cards
i havent got my card,Cards
Why hasn't my card arrived yet?,Cards
I thought I would have received my new card at this point.,Cards
How long until my new card gets here?,Cards
How much longer until I get my new card?,Cards
Am I able to track a card that has already been sent?,Cards
Is it possible to track the card you sent me?,Cards
How long will it be to get this new card?,Cards
how can i track card you sent,Cards
Can the card was sen to me be tracked?,Cards
why have i not got my new card?,Cards
I need to track the card sent to me.,Cards
"It's been two weeks and I haven't gotten my card, what do I do?",Cards
I was expecting my new card by now.,Cards
Where is the tracking number for the card?,Cards
I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,Cards
Can I track the card that you sent me in the mail?,Cards
Can you tell me if I can track the card you sent me?,Cards
Why have I not gotten my new card?,Cards
I'm still waiting on my new card to be delivered!,Cards
My new card isn't here and it was issued a week ago.,Cards
"I was supposed to receive my new card by now, but it hasn't came in.",Cards
Is a tracking number available for the card that was just sent?,Cards
Why haven't I gotten my new card?,Cards
Was there a number to track that I could get?,Cards
How much longer is it going to take to get my new card?,Cards
I haven't gotten my credit card in the mail.,Cards
My card hasn't arrived yet. What do I do?,Cards
"My card still hasn't arrived after two weeks, now what?",Cards
My card appears to have never arrived?,Cards
My card never arrived.,Cards
My card has been found. Is there any way for me to put it back into the app?,Cards
I was able to find my card. How to I go about putting it into my app?,Cards
how do I get my card to show in the app?,Cards
I just got my card.  It's not linked yet--how do I do that?,Cards
"lost card found, want to put it back in app",Cards
"I just got a card, how can I add it to the app?",Cards
Is there any way to see my card in the app?,Cards
If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?,Cards
I found my card. How can I put it into my app?,Cards
How do I make my card show up in the app?,Cards
Can you show me where to link the new card?,Cards
I found my old card. Can I link it back into the app?,Cards
"Show me how to link the new card,",Cards
How do I add an existing card to the app?,Cards
I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,Cards
How do I link one of your card that I already have?,Cards
If I have a physical card can I link it?,Cards
I found my lost card in my jacket pocket this morning so I'd like to reactivate it please.,Cards
Can I add a card that I just found (again) to the app?,Cards
How can I make my card show up in the app?,Cards
"I would like to re-activate my card, it was previously reported  lost but I found it this morning.",Cards
"Okay, I found my card, can I put it back in the app?",Cards
Can I reactivate a card?,Cards
I would like to reactivate a card and wondered if that could be done?,Cards
"I got my card now, how do I make it show up in the app?",Cards
How do I link an existing card?,Cards
How do I link a new card in the app?,Cards
"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?",Cards
I already have a card and want to link it,Cards
Can you please reactivate my card?,Cards
Where do I go to add a new card?,Cards
I want my card I just received to show up in the app. How do I do that?,Cards
"I received my card, how do I get it to show in the app?",Cards
If I have a credit card with you how I get set up to link to it?,Cards
How do I add my new card?,Cards
"I want to reactivate my card, I thought I had lost it but found it again this morning.",Cards
"I need a card reactivation, I had reported my card lost but I ran across it in my jacket.",Cards
My card is no longer lost. How do I enter it back into the app?,Cards
"I want to reactivate my card, I thought I had lost it but found it again in my jacket.",Cards
"May I reactivate my card? I previously reported it lost, but have now found it safe and sound.",Cards
How do I reactivate a card I thought I lost?,Cards
Help me figure out how to link the new card.,Cards
I found my lost card. Am I still able to use it?,Cards
Will I need a new card or can I put my old card back into the app?,Cards
Is there a way to link the card i just got?,Cards
How do I add a new card?,Cards
"I want to reactivate my card, I found it after thinking it was lost.",Cards
Can I put my old card back in the app?,Cards
"I got a new card, how do I link it?",Cards
I found the card I thought I lost this morning. Can I reactivate this card?,Cards
How do i go about linking a new card?,Cards
how do i get the card linked,Cards
"I have one of your cards, but I don't know how to link it.",Cards
how do I link an old card?,Cards
I received my card. How do I link it to the app?,Cards
"Now that I have my card, how do I connect it to the app?",Cards
How do I add the card I just received to show up in the app?,Cards
"I want to reactivate my card, I thought I had lost it but I found it.",Cards
What do I need to do to link my new card for my account?,Cards
Can I add a card to back into the app?,Cards
I want to link my new card. Can you help?,Cards
What is the process to link the new card?,Cards
"I found my card, am I able to put it back into the app?",Cards
"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",Cards
Where can I link a new card?,Cards
How do I add a card on to the app?,Cards
"I found my card in my jacket this morning, so can I reactivate it?",Cards
"I've obtained the card, how do I enable it on the app?",Cards
I need to find the card I received in the app.,Cards
How do I get my card on the app?,Cards
"In the app, how can I make it show the new card that arrived?",Cards
How do I link my new card?,Cards
Can I activate a card in the app?,Cards
"I want to link to my card card with you, how?",Cards
I would like to link my card to my account.,Cards
"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",Cards
How can I link the new card?,Cards
I got a new card and can't find where to link it.,Cards
"Hey, I have my card, how do I get it to show in the app?",Cards
Where in the app do I go to make my new card show up?,Cards
Where do I scan my card?,Cards
Can I reactivate my card? I reported it lost and found it this morning in my jacket.,Cards
Can I link my card I previously received?,Cards
"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",Cards
"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",Cards
You sent me a card and now I want to link it.,Cards
How do I add my new card to the app?,Cards
Can I add a card back to the app?,Cards
What if I want to add a card I already have to the app?,Cards
"I recently reported my card as missing/lost, and I just found it. Can I still use it?",Cards
"Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket.",Cards
Is there a way to link cards if I have one of yours?,Cards
If my card was lost or stolen can I re-link it?,Cards
How do I link a new card to an existing one?,Cards
How do I link a new payment card?,Cards
I would like to reactivate my card that I previously reported lost. I located the card this morning.,Cards
"Card has been received, how will it show up on the app?",Cards
Can I re-link a lost card with the app?,Cards
What do I do to link my new card?,Cards
Is it possible to link a new card?,Cards
I deactivated my card but would like to reactivate it.,Cards
"I found my card that I thought I had lost, I need to reactive it, please help.",Cards
can I link a card of yours I already have?,Cards
Can I put my found card back into the app on my phone?,Cards
"My card arrived but I need to make it work in the app, how do I do that?",Cards
"I found the card that I thought I lost, and I would like to reactivate it.",Cards
I found my card again. Can I put it back into the app?,Cards
I need some help linking my new card.,Cards
help me link my card,Cards
How do I link my card in the app.,Cards
How do I get my card into the app?,Cards
I found my card! Can I link it back into the app?,Cards
How do I reactivate my card?,Cards
Where do I go to get my new card linked?,Cards
"I thought I lost my card but I found it today, so I would like to reactivate it.",Cards
How do I link the new card that I just got from you guys?,Cards
How can I add a new card?,Cards
Can you tell me how to get my card on the app?,Cards
Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,Cards
How do I make my card appear on the app?,Cards
How do I link the new card?,Cards
Where in the app do I link a new card?,Cards
How do I add my card to the app once I get it?,Cards
Can I link your physical card,Cards
How do I activate and link my new card?,Cards
"I got a card, how do I get it in the app?",Cards
I received my new card.  Where is it in the app?,Cards
"I found my card, how can I use it again?",Cards
"I just received a new card, where do I go to link it to my account?",Cards
"found card, how to put it back in app",Cards
How do I see my card in the app?,Cards
"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",Cards
I don't see my card anywhere in the app.,Cards
"I received my card, how do I get it to work in the app?",Cards
What do I do if I already had a card with you guys?,Cards
if i found a lost card can i put it back in app,Cards
I have a card that was deactivated can I reactivate it?,Cards
"My new card isn't in my app, how do I get it in there?",Cards
Help me access the card I already got so I can information from it.,Cards
What is my money worth in other countries?,Payments
Will my money be of equal value when I travel abroad?,Payments
Do you know the rate of exchange?,Payments
What foreign exchange rate will I get on weekdays and on the weekends?,Payments
What is the exchange looking like?,Payments
How is the exchange rate doing?,Payments
I would like to know how exchange rates are calculated when transferring funds.,Payments
I would like to know what exchange rates you use?,Payments
"If I need to cash foreign transfers, how does that work?",Payments
Do you know what your exchange rates are?,Payments
How do I know what exchange rate I will get?,Payments
What are you exchange rates?,Payments
Do you have the best exchange rate?,Payments
Where can I find your exchange rates?,Payments
Your exchange rates come from where?,Payments
I need to know what your exchange rates are.,Payments
What's the process for exchanges?,Payments
What do you think of the exchange rate?,Payments
How are exchange rates calculated at this bank?,Payments
What do you use to figure out the exchange rate for the card?,Payments
What's the foreign exchange rate I will receive?,Payments
I need to know what foreign exchange rate I can get.,Payments
What are the current exchange rates?,Payments
What exchange rate will I receive?,Payments
What is the basis of your exchange rates?,Payments
How's the exchange rate?,Payments
How do you determine your exchange rates?,Payments
How do the foreign exchange rates work?,Payments
Where are you getting your exchange rates from?,Payments
How is the exchange rate calculated?,Payments
I'm interested in what your exchange rates are based on.,Payments
How do you decide what the exchange rates are?,Payments
What is the current exchange rate?,Payments
What is the formula for your exchange rate?,Payments
What method do you use for the exchange rate?,Payments
What are Interbanks current exchange rates?,Payments
from where are coming your exchange rates?,Payments
How do you calculate exchange rates?,Payments
Why is your exchange rate different on different days?,Payments
Where can I find the exchange rate for my transfer?,Payments
Where can I get your exchange rates from?,Payments
How do you find the exchange rate?,Payments
How are exchange rates determined?,Payments
What value can I get for my currency?,Payments
Please explain your exchange rate policy.,Payments
What are your exchange rates calculated from?,Payments
What is an exchange rate?,Payments
What is your opinion on the exchange rate?,Payments
What are the exchange rates you assign?,Payments
How do you determine exchange rates?,Payments
How are your exchange rates calculated?,Payments
How is an exchange rate calculated?,Payments
"When exchanging, how much are the rates?",Payments
What is the exchange rate for EUR?,Payments
How can I find your exchange rates?,Payments
Could you please tell me your exchange rates?,Payments
Is there an exchange rate?,Payments
How does the exchange rate work?,Payments
What is the present state of the exchange rate?,Payments
How are foreign exchange rates determined?,Payments
How's the exchange rate looking right now?,Payments
Please explain the exchange rates.,Payments
What is the foreign exchange rate you will apply?,Payments
explain the interbank exchange rate,Payments
What will my exchange rate be?,Payments
how do you get exchange rates,Payments
What exchange rates do you use?,Payments
How will I know what the exchange rate is?,Payments
What factors effect the exchange rate?,Payments
Where does the exchange rate stand right now?,Payments
I'd like to know what the foreign exchange rate will be.,Payments
Does the exchange rate change?,Payments
How do your exchange rates factor in?,Payments
Will I know which exchange rate I will get?,Payments
How do I know what the exchange rate will be when I make an exchange.,Payments
Is the exchange rate the same on weekends as the weekdays?,Payments
How do you do exchanges?,Payments
On what do you base your exchange rates?,Payments
How do you come up with your exchange rate,Payments
What factors determine your exchange rate?,Payments
How are the exchange rates determined?,Payments
I would like to know what your exchange rates are.,Payments
Is the exchange rate current?,Payments
What are the exchange rates?,Payments
How much are the rates of exchange?,Payments
How do you decide what your exchange rates are?,Payments
Your exchange rates are coming from where?,Payments
Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,Payments
How are the exchange rates for transfers calculated?,Payments
How do I know how much money I will have when I travel abroad?,Payments
How do you do currency exchanges?,Payments
Can you explain your exchange rates basis?,Payments
How did you guys get your exchange rate?,Payments
Can you tell me your exchange rates?,Payments
Could you tell me what your exchange rates are?,Payments
Does this app have the same exchange rate as third parties?,Payments
what are your exchange rates at?,Payments
How is the current exchange rate?,Payments
What is the system for determining the exchange rate?,Payments
I am travelling and I was wondering what your exchange rates are,Payments
How can I tell what foreign exchange rate I will get?,Payments
Tell me your opinion on the exchange rate.,Payments
I'd like to know what you guys look at to decide an exchange rate,Payments
How does the exchange rate work on this app?,Payments
where do you find your exchange rates?,Payments
I want to know your exchange rates.,Payments
What exchange rate is it?,Payments
What is the source of your exchange rates?,Payments
i need to know about exchange rates,Payments
Where do you get those exchange rates?,Payments
How do you determine the exchange rate?,Payments
What foreign exchange rate will I get?,Payments
"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",Disputes
"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",Disputes
I think the currency exchange that's been applied is wrong.,Disputes
The exchange rate I was charged for a purchase was not right.,Disputes
Can you please explain why the exchange rate for the item I bought is wrong?,Disputes
I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,Disputes
My payment has an incorrect exchange rate.,Disputes
my exchange rate looks wrong for my last payment,Disputes
The exchange rate you are using is bad.This can't be the official interbank exchange rate.,Disputes
I was charged the wing amount for an item.,Disputes
the exchange rate on my payment was wrong,Disputes
Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,Disputes
An incorrect exchange rate was applied to an item I bought.,Disputes
The exchange rate was incorrect for an item I bought.,Disputes
The exchange rate on my payment doesn't look right,Disputes
"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",Disputes
This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,Disputes
After purchasing an item I noticed the exchange rate was incorrect.,Disputes
The amount of exchange was not correct for the item i bought.,Disputes
The exchange rate from my card payment isn't right.,Disputes
My exchange rate isn't correct.,Disputes
Why was the exchange rate so wrong when I bought something!,Disputes
My exchange rate was wrong for an Item I bought!,Disputes
I was using a foreign currecy to make a payment and the applied the wrong rate.,Disputes
The exchange rate was incorrect for this item I bought.,Disputes
I purchased something overseas and the incorrect exchange rate was applied.,Disputes
The exchange rate is incorrect for my payment.,Disputes
The item i bought exchanged rate was incorrect.,Disputes
I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?,Disputes
I bought something in another country but the exchange rate is wrong,Disputes
I bought an item and the exchange rate was wrong.,Disputes
Exchange rate for my card payment is wrong,Disputes
the exchange rate at which my card payment is at is wrong,Disputes
There was a problem with the exchange rate on a purchase.,Disputes
"I recently purchased something, and the exchange rate was wrong.",Disputes
What if there is an error on the exchange rate?,Disputes
Why is my exchange rate wrong?,Disputes
Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,Disputes
I used foreign currency to buy something and I think the rate applied is incorrect.,Disputes
This exchange rate on my purchase is wrong.,Disputes
Why is your exchange rate so bad?,Disputes
The exchange rate looks wrong on a holiday purchase,Disputes
"I purchased something abroad, and the exchange rate that was applied was wrong.",Disputes
I bought something and I take issue with the exchange rate applied.,Disputes
I think there has been a mistake on my exchange rate for this purchase.,Disputes
You did not give me the correct exchange rate for an item that I bought.,Disputes
I checked on google and the exchange rate you are using is really bad. Can you update it?,Disputes
"I seem to have been charged to much for my holiday purchases, the exchange rate is wrong.",Disputes
"In regards to my card payment, the exchange rate is incorrect.",Disputes
I bough an item and the exchange rate was incorrect.,Disputes
Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,Disputes
I question today's exchange rate for rubles into pounds. I was hoping for a better return.,Disputes
I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,Disputes
My currency rate is inaccurate.,Disputes
The currency exchange rate was wrong for a purchase I made.,Disputes
I purchased something abroad and the incorrect exchange rate was applied.,Disputes
Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,Disputes
I was charged the wrong exchange rate on a purchase,Disputes
Can you change the rate for the item I bought in a different currency as it is wrong?,Disputes
The currency exchange for my purchase in foreign currency is incorrect.,Disputes
I noticed the currency exchange rate was incorrect after paying for something in a foreign country.,Disputes
My foreign currency exchange has been applied incorrectly.,Disputes
Why isn't my purchase exchange rate correct?,Disputes
I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.,Disputes
"I purchased something while traveling, and the exchange rate applied was wrong.",Disputes
Why is the exchange rate different on my recent purchase?,Disputes
The fee charged when I changed rubles into British pounds was too much.,Disputes
I wasn't charged the correct exchange rate for an item I purchased.,Disputes
Does the fee for exchange change?,Disputes
The rate applied to my purchase in a foreign currency was wrong.,Disputes
"I bought something while traveling, and the exchange rate was wrong.",Disputes
something is wrong with my exchange rate charge,Disputes
Seems like the exchange rate for my payment last Saturday was wrong. I was charged extra.,Disputes
It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,Disputes
I bought an item then noticed the exchange rate was wrong.,Disputes
The exchange rate applied is wrong for my international purchase.,Disputes
My card payment had the wrong exchange rate,Disputes
They used the wrong rate when I made a purchase with foreign currency.,Disputes
Does the exchange rate change each day for purchases? There is a different rate on my purchase.,Disputes
It seems that the rate I got is incorrect.,Disputes
I exchanged Russian rubles for British pounds today and got less than I expected. Was exchange rate correct?,Disputes
Was I charged more than I should of been for a currency exchange?,Disputes
What do i do if the exchange rate was wrong for the item i bought overseas?,Disputes
My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened?,Disputes
I have been overcharged. I just changed over Russian Ruble to UK pounds and it was too much. It seems something was wrong with my exchange.,Disputes
What is your exchange rate between UK pounds and Russian rubles for my last transaction,Disputes
I think there was an error in your exchange rate.,Disputes
The exchange rate was not correct for the item I bought.,Disputes
I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate?,Disputes
My exchange seems to have something wrong with it. I changed over Russian Ruble to UK pounds and it appears I was charged way more than I was supposed to be.,Disputes
The correct exchange rate wasn't given to me for an item I purchased.,Disputes
"I bought something in another currency, but the exchange rate was incorrect.",Disputes
the exchange rate is wrong from something I got in another country,Disputes
"The exchange rate given to me after a purchase, was incorrect",Disputes
My card payment has the wrong exchange rate,Disputes
I have been charged way to much so something is apparently wrong with my exchange. I changed Russian Ruble into UK pounds.,Disputes
Why is the exchange rate different from what I expected?,Disputes
The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,Disputes
Please check the exchange rate for my payment last Saturday. I believe I have been overcharged.,Disputes
Why was I charged extra on my last UK pound to Russian ruble exchange?,Disputes
The wrong exchange rate was used when I purchased an item.,Disputes
Why was the wrong rate applied when I bought something in a different currency?,Disputes
I bought something abroad and the exchange rate applied is wrong,Disputes
An item I bought had the wrong exchange rate applied.,Disputes
I think the rate that was applied to my purchase using foreign currency is wrong. Help!,Disputes
Why was my exchange rate a different amount than usual?,Disputes
I want to change the wrong exchange rate.,Disputes
I recently bought something abroad but the exchange rate is incorrect. Why?,Disputes
"The exchange rate you're using is terrible - this can't be the official interbank exchange rate, can it?",Disputes
I did not receive the correct amount for the exchange rate.,Disputes
"I guess exchange rate for my payment was not correct, as i charged extra on the last saturday.",Disputes
The exchange rate for my payment last Saturday must be wrong because I was charged extra.,Disputes
Are you sure this is the interbank exchange rate? This rate is really bad.,Disputes
The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate.,Disputes
I believe you charged me too much to exchange my money,Disputes
"I changed the currency, but why is it costing more?",Disputes
Why was the exchange wrong for the item I purchased?,Disputes
"I made an international purchase, but the exchange rate was wrong",Disputes
My purchase used the wrong exchange rate,Disputes
"I have been charged to much for the object I bought when abroad, the exchange rate seems to be wrong.",Disputes
I made a purchase and was charged at the wrong foreign exchange rate.,Disputes
I think that the exchange rate was wrong for the payment made last Saturday - I was charged extra.,Disputes
Why is the exchange rate for my payment incorrect?,Disputes
Your foreign exchange rate is wrong.,Disputes
It looks like the exchange rates on my card payment are wrong,Disputes
There's an error with the rate that is charged.,Disputes
I bought an item at the wrong exchange rate.,Disputes
I think the exchange rate on my card payment is incorrect.,Disputes
I bought an item that I was charged a different exchange rate for.,Disputes
I am not receiving the correct exchange rate on my card.,Disputes
When I purchased a product in another country the currency exchange was incorrect.,Disputes
The exchange rate used on your app is really bad. I'm considering closing my account because of it.,Disputes
I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  I'd like a refund.,Disputes
I received the wrong exchange rate for an item i bought.,Disputes
Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,Disputes
I don't think the charges made when I had currency exchanged are right.,Disputes
Why am I being charged the wrong currency exchange when I purchased something abroad?,Disputes
The exchange rate for my card payment doesn't seem right.,Disputes
"When I bought something abroad, the exchange rate was wrong.",Disputes
I didn't receive the correct exchange rate for an item that I bought.,Disputes
Why is the exchange rate on my card wrong?,Disputes
I am being charged the wrong amount on my card.,Disputes
The exchange rate is incorrect on an item I recently purchased in a foreign country.,Disputes
The exchange rate is incorrect for something I bought,Disputes
My payment had a wrong exchange rate.,Disputes
The exchange rate for my electronic payment is incorrect.,Disputes
Why was I charged a higher exchange rate when I bought something abroad?,Disputes
Why didn't I receive the correct exchange rate for an item that I purchased?,Disputes
Why is the exchange rate on my card payment different than I expected?,Disputes
My rate of exchange was wrong.,Disputes
I recently bought something in foreign currency and I am unsure of the exchange rate. Is this rate applied correctly?,Disputes
I purchased something abroad but the exchange rate is incorrect.,Disputes
A foreign purchase I made has the incorrect rate applied to it.,Disputes
"When I was traveling abroad, the exchange rate was applied wrong.",Disputes
There's an error in regards to the exchange rate for an item I bought.,Disputes
"Last Saturday, I made a payment and the exchange rate was wrong.  I was charged too much.",Disputes
The exchange rate is bad. Are you sure this is the exchange rate?,Disputes
I purchased an item and the exchange rate was wrong,Disputes
Exchange rate on a purchase was incorrect,Disputes
"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",Disputes
I was charged extra. Was the exchange rate for my payment last Saturday wrong?,Disputes
The exchange rate that was applied for an international purchase was wrong.,Disputes
"Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me?",Disputes
Why am I being charged more on exchange with things I bought abroad?,Disputes
"I  have been charged more than I should for the presents I bought  when abroad, the problem seems to be the exchange rate.",Disputes
I made a purchase but the exchange rate is wrong?,Disputes
Why on earth is the exchange rate so bad?   Can I get a rate closer to the actual interbank rate?,Disputes
Why is there an extra fee on my statement?,Disputes
Why did they charge me an extra $1?,Disputes
Why is there a 1 euro fee on my statement?,Disputes
Why do I see an extra £1 charge on my statement?,Disputes
I am inquiring about a $1 charge on my statement.,Disputes
What is the $1 transaction on my account?,Disputes
What is this extra pound charge for?,Disputes
I was charged $1 in a transaction.,Disputes
What is the reason for the extra fee on my statement?,Disputes
There is a pending 1£ charge on my statement.  I haven't purchased anything for 1£.  Why is it on my statement?,Disputes
Have have a small charge on my account from someone I purchased with but I'm not sure what it relates to.,Disputes
"I have a strange transaction for £1 on my statement, what is that?",Disputes
I have no idea why there is a dollar that has been charged to my account.,Disputes
I have been charged a pound for something that appears on my statement,Disputes
Why is there a $1 charge on my statement?,Disputes
Where did this extra €1 fee on my statement come from?,Disputes
Is there a reason why there is an extra £1 charge on my account?,Disputes
Can you tell me what this fee is on my statement?,Disputes
Why has another fee been placed on my statement?,Disputes
There has been a charge pending on my account statement that I can't figue out it's for a dollar.,Disputes
€1 was in my statement as an extra fee.,Disputes
Why is there an extra charge on my statement.,Disputes
"Hey, I got charged extra for some reason when I purchased an app. Is this a hidden fee or something? I don't think it's very cool.",Disputes
I see a $1 charge in a transaction.,Disputes
I had to pay a pound more than I anticipated!,Disputes
There is a €1 extra fee in my statement,Disputes
My statement contained a one pound extra fee,Disputes
I checked my account today and saw that I was charged an extra pound that I did not spend.,Disputes
What is the extra €1 on my statement for?,Disputes
I see I was charged $1 for a transaction.,Disputes
$1 charge in transaction.,Disputes
"I just looked at my app and it seems I was charged extra, why is that?",Disputes
Why is there an extra pound charge that is pending?,Disputes
I was wrongfully charged one pound.,Disputes
Why is there an extra fee charged?,Disputes
"I just checked my statement and saw a $1 charge, why is it there?",Disputes
There is an odd 1£ charge that appears as pending on my statement. What's the reason for that? I haven't purchased anything for a pound.,Disputes
